Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars
1992,Hoffa,35000000,23365858,28391473,6.6,140,Biography,50.0,Danny DeVito,"['Jack Nicholson', 'Danny DeVito', 'Armand Assante', 'J.T. Walsh']"
2016,Whiskey Tango Foxtrot,35000000,23083334,25350747,6.6,112,Biography,57.0,Glenn Ficarra,"['John Requa', 'Tina Fey', 'Margot Robbie', 'Martin Freeman', 'Alfred Molina']"
2004,Ella Enchanted,35000000,22913677,24200318,6.3,96,Comedy,53.0,Tommy O,"['Anne Hathaway', 'Hugh Dancy', 'Cary Elwes', 'Joanna Lumley']"
2015,Hitman: Agent 47,35000000,22467450,82182803,5.7,96,Action,28.0,Aleksander Bach,"['Rupert Friend', 'Hannah Ware', 'Zachary Quinto', 'Ciarán Hinds']"
2017,Phantom Thread,35000000,21198205,47896721,7.4,130,Drama,90.0,Paul Thomas Anderson,"['Vicky Krieps', 'Daniel Day-Lewis', 'Lesley Manville', 'Julie Vollono']"
2012,Premium Rush,35000000,20275446,31393201,6.5,91,Action,66.0,David Koepp,"['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez', 'Sean Kennedy']"
2013,Broken City,35000000,19701164,37114977,6.1,109,Action,49.0,Allen Hughes,"['Mark Wahlberg', 'Russell Crowe', 'Catherine Zeta-Jones', 'Jeffrey Wright']"
2005,Valiant,35000000,19478106,64188387,5.5,76,Animation,45.0,Gary Chapman,"['Ewan McGregor', 'Ricky Gervais', 'Tim Curry', 'Jim Broadbent']"
2000,Wonder Boys,35000000,19389454,33422485,7.2,107,Comedy,74.0,Curtis Hanson,"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Robert Downey Jr.']"
2005,Cursed,35000000,19294901,25114901,5.0,97,Comedy,31.0,Wes Craven,"['Christina Ricci', 'Jesse Eisenberg', 'Portia de Rossi', 'Mya']"
2007,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053,6.8,96,Comedy,63.0,Jake Kasdan,"['John C. Reilly', 'Jenna Fischer', 'David Krumholtz', 'Nat Faxon']"
2002,The Four Feathers,35000000,18306166,29882645,6.5,132,Action,49.0,Shekhar Kapur,"['Heath Ledger', 'Wes Bentley', 'Kate Hudson', 'Mohamed Bouich']"
2013,Parker,35000000,17616641,48543388,6.2,118,Action,42.0,Taylor Hackford,"['Jason Statham', 'Jennifer Lopez', 'Michael Chiklis', 'Nick Nolte']"
2004,Wimbledon,35000000,16862585,41666476,6.3,98,Comedy,59.0,Richard Loncraine,"['Kirsten Dunst', 'Paul Bettany', 'Jon Favreau', 'Sam Neill']"
2000,Bait,35000000,15325127,15471969,5.7,119,Action,39.0,Antoine Fuqua,"['Jamie Foxx', 'David Morse', 'Robert Pastorelli', 'Doug Hutchison']"
2007,Lions for Lambs,35000000,14998070,63211088,6.2,92,Crime,47.0,Robert Redford,"['Tom Cruise', 'Meryl Streep', 'Robert Redford', 'Michael Peña']"
2011,The Tree of Life,35000000,13305665,61721826,6.8,139,Drama,85.0,Terrence Malick,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain', 'Hunter McCracken']"
2001,American Outlaws,35000000,13264986,13601109,5.9,94,Action,25.0,Les Mayfield,"['Colin Farrell', 'Scott Caan', 'Ali Larter', 'Gabriel Macht']"
2001,The Shipping News,35000000,11405825,24405825,6.7,111,Drama,47.0,Lasse Hallström,"['Kevin Spacey', 'Julianne Moore', 'Judi Dench', 'Cate Blanchett']"
2009,The Young Victoria,35000000,11001272,31878891,7.2,105,Biography,64.0,Jean,"['Emily Blunt', 'Rupert Friend', 'Paul Bettany', 'Miranda Richardson']"
1998,Knock Off,35000000,10319915,10319915,4.8,91,Action,37.0,Hark Tsui,"['Jean-Claude Van Damme', 'Rob Schneider', 'Lela Rochon', 'Paul Sorvino']"
2015,Unfinished Business,35000000,10219501,13214051,5.4,91,Comedy,32.0,Ken Scott,"['Vince Vaughn', 'Dave Franco', 'Tom Wilkinson', 'James Marsden']"
2015,The Walk,35000000,10161183,61492104,7.3,123,Adventure,70.0,Robert Zemeckis,"['Joseph Gordon-Levitt', 'Charlotte Le Bon', 'Guillaume Baillargeon', 'Émilie Leclerc']"
2006,The Fountain,35000000,10144010,15461638,7.2,97,Drama,51.0,Darren Aronofsky,"['Hugh Jackman', 'Rachel Weisz', 'Sean Patrick Thomas', 'Ellen Burstyn']"
2013,Mandela: Long Walk to Freedom,35000000,8323085,29890402,7.1,141,Biography,60.0,Justin Chadwick,"['Idris Elba', 'Naomie Harris', 'Terry Pheto', 'Robert Hobbs']"
2008,Punisher: War Zone,35000000,8050977,10157534,5.9,103,Action,30.0,Lexi Alexander,"['Ray Stevenson', 'Dominic West', 'Julie Benz', 'Doug Hutchison']"
2003,The Order,35000000,7659747,11559747,5.1,102,Horror,21.0,Brian Helgeland,"['Heath Ledger', 'Mark Addy', 'Shannyn Sossamon', 'Benno Fürmann']"
2006,A Good Year,35000000,7459300,42064105,6.9,117,Comedy,47.0,Ridley Scott,"['Russell Crowe', 'Abbie Cornish', 'Albert Finney', 'Marion Cotillard']"
2016,The Brothers Grimsby,35000000,6864016,28720470,6.2,83,Action,44.0,Louis Leterrier,"['Sacha Baron Cohen', 'Mark Strong', 'Rebel Wilson', 'Freddie Crowder']"
2017,The Snowman,35000000,6670765,43164679,5.1,119,Crime,23.0,Tomas Alfredson,"['Michael Fassbender', 'Rebecca Ferguson', 'Charlotte Gainsbourg', 'Jonas Karlsson']"
2002,Femme Fatale,35000000,6630252,16830252,6.2,114,Crime,60.0,Brian De Palma,"['Rebecca Romijn', 'Antonio Banderas', 'Peter Coyote', 'Eriq Ebouaney']"
2003,Luther,35000000,5781086,32717063,6.6,123,Biography,47.0,Eric Till,"['Joseph Fiennes', 'Bruno Ganz', 'Peter Ustinov', 'Alfred Molina']"
2011,Biutiful,35000000,5101237,24687524,7.4,148,Drama,58.0,Alejandro G,"['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib', 'Guillermo Estrella']"
1993,Bound by Honor,35000000,4496583,4496583,7.9,180,Crime,47.0,Taylor Hackford,"['Damian Chapa', 'Jesse Borrego', 'Benjamin Bratt', 'Enrique Castillo']"
2016,A Hologram for the King,35000000,4212494,11846010,6.1,98,Comedy,58.0,Tom Tykwer,"['Tom Hanks', 'Omar Elba', 'Sarita Choudhury', 'Ben Whishaw']"
1997,Smilla's Sense of Snow,35000000,2221994,2221994,6.3,121,Crime,45.0,Bille August,"['Julia Ormond', 'Jens Jørgen Fleischer', 'Agga Olsen', 'Patrick Field']"
2012,Stolen,35000000,289773,17967746,5.5,96,Action,43.0,Simon West,"['Nicolas Cage', 'Malin Akerman', 'Josh Lucas', 'Danny Huston']"
2020,The Trial of the Chicago 7,35000000,0,115709,7.7,129,Drama,76.0,Aaron Sorkin,"['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen', 'Jeremy Strong']"
2011,The Darkest Hour,34800000,21443494,62831715,4.9,89,Action,18.0,Chris Gorak,"['Emile Hirsch', 'Olivia Thirlby', 'Max Minghella', 'Rachael Taylor']"
2017,Baby Driver,34000000,107825862,228104185,7.6,113,Action,86.0,Edgar Wright,"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Eiza González']"
2014,The Maze Runner,34000000,102427862,348319861,6.8,113,Action,57.0,Wes Ball,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Will Poulter', 'Thomas Brodie-Sangster']"
2015,The Longest Ride,34000000,37446117,63802928,7.0,123,Comedy,33.0,George Tillman Jr,"['Scott Eastwood', 'Britt Robertson', 'Alan Alda', 'Jack Huston']"
1993,The Age of Innocence,34000000,32014993,32014993,7.2,139,Drama,90.0,Martin Scorsese,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Linda Faye Farkas']"
2018,The Darkest Minds,34000000,12695691,38361428,5.7,104,Action,39.0,Jennifer Yuh Nelson,"['Amandla Stenberg', 'Mandy Moore', 'Bradley Whitford', 'Harris Dickinson']"
1999,The Astronaut's Wife,34000000,10672566,10672566,5.4,109,Drama,37.0,Rand Ravich,"['Charlize Theron', 'Johnny Depp', 'Joe Morton', 'Clea DuVall']"
2020,Greenland,34000000,0,40610111,6.4,119,Action,64.0,Ric Roman Waugh,"['Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd', 'Scott Glenn']"
1981,Reds,33500000,50000000,50000000,7.3,195,Biography,76.0,Warren Beatty,"['Warren Beatty', 'Diane Keaton', 'Edward Herrmann', 'Jerzy Kosinski']"
1992,A Few Good Men,33000000,141340178,236500000,7.7,138,Drama,62.0,Rob Reiner,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon']"
2000,Big Momma's House,33000000,117559438,173559438,5.2,99,Action,33.0,Raja Gosnell,"['Martin Lawrence', 'Nia Long', 'Paul Giamatti', 'Jascha Washington']"
2001,Exit Wounds,33000000,51758599,79958599,5.6,101,Action,39.0,Andrzej Bartkowiak,"['Steven Seagal', 'DMX', 'Isaiah Washington', 'Anthony Anderson']"
2016,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,6.0,98,Comedy,51.0,Jake Szymanski,"['Zac Efron', 'Adam Devine', 'Anna Kendrick', 'Aubrey Plaza']"
2012,Step Up Revolution,33000000,35074677,165552290,6.4,99,Drama,43.0,Scott Speer,"['Kathryn McCormick', 'Ryan Guzman', 'Cleopatra Coleman', 'Misha Gabriel Hamilton']"
2006,Snakes on a Plane,33000000,34020814,62020814,5.5,105,Action,58.0,David R,"['Samuel L. Jackson', 'Julianna Margulies', 'Nathan Phillips', 'Rachel Blanchard']"
2000,The Watcher,33000000,28946615,47267829,5.3,97,Crime,22.0,Joe Charbanic,"['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson']"
2019,21 Bridges,33000000,28539757,42663460,6.6,99,Action,51.0,Brian Kirk,"['Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons', 'Stephan James']"
2020,Unhinged,33000000,20831465,37321536,6.0,90,Action,40.0,Derrick Borte,"['Russell Crowe', 'Caren Pistorius', 'Gabriel Bateman', 'Jimmi Simpson']"
2008,Doomsday,33000000,11008770,21621188,5.9,105,Action,51.0,Neil Marshall,"['Rhona Mitra', 'Bob Hoskins', 'Alexander Siddig', 'Caryn Peterson']"
1999,Pushing Tin,33000000,8408835,8408835,6.0,124,Comedy,47.0,Mike Newell,"['John Cusack', 'Billy Bob Thornton', 'Cate Blanchett', 'Angelina Jolie']"
2006,Goal! The Dream Begins,33000000,4283255,27610873,6.7,118,Drama,53.0,Danny Cannon,"['Michael Winterbottom', 'Kuno Becker', 'Alessandro Nivola', 'Anna Friel', 'Leonardo Guerra']"
2015,The Young and Prodigious T.S. Spivet,33000000,176847,357687,7.0,105,Adventure,53.0,Jean,"['Helena Bonham Carter', 'Judy Davis', 'Callum Keith Rennie', 'Kyle Catlett']"
2011,Bridesmaids,32500000,169211718,289632023,6.8,125,Comedy,75.0,Paul Feig,"['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Terry Crews']"
2008,The Reader,32500000,34194407,112964875,7.6,124,Drama,58.0,Stephen Daldry,"['Kate Winslet', 'Ralph Fiennes', 'Bruno Ganz', 'Jeanette Hain']"
2013,The Big Wedding,32500000,21819348,48425971,5.6,89,Comedy,28.0,Justin Zackham,"['Robert De Niro', 'Diane Keaton', 'Katherine Heigl', 'Amanda Seyfried']"
2012,Wanderlust,32500000,17288155,24159934,5.6,98,Comedy,53.0,David Wain,"['Jennifer Aniston', 'Paul Rudd', 'Malin Akerman', 'Justin Theroux']"
2003,Elf,32000000,175531840,222369732,7.1,97,Adventure,64.0,Jon Favreau,"['Will Ferrell', 'James Caan', 'Bob Newhart', 'Zooey Deschanel']"
1996,Phenomenon,32000000,104636382,152036382,6.4,123,Drama,41.0,Jon Turteltaub,"['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker', 'Robert Duvall']"
2002,Snow Dogs,32000000,81150692,116898028,5.2,99,Adventure,29.0,Brian Levant,"['Cuba Gooding Jr.', 'James Coburn', 'Sisqó', 'Nichelle Nichols']"
2006,Nacho Libre,32000000,80197993,99296462,5.8,92,Comedy,52.0,Jared Hess,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']"
1988,Scrooged,32000000,59450353,59450796,6.9,101,Comedy,38.0,Richard Donner,"['Bill Murray', 'Karen Allen', 'John Forsythe', 'John Glover']"
2010,Takers,32000000,57744720,70587268,6.2,107,Action,45.0,John Luessenhop,"['Chris Brown', 'Hayden Christensen', 'Matt Dillon', 'Michael Ealy']"
2011,Source Code,32000000,54712227,140428499,7.5,93,Action,74.0,Duncan Jones,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright']"
1999,Stigmata,32000000,50041732,89441732,6.2,103,Horror,28.0,Rupert Wainwright,"['Patricia Arquette', 'Gabriel Byrne', 'Jonathan Pryce', 'Nia Long']"
2000,Men of Honor,32000000,48814909,82339483,7.2,129,Biography,56.0,George Tillman Jr,"['Cuba Gooding Jr.', 'Robert De Niro', 'Charlize Theron', 'Aunjanue Ellis-Taylor']"
2018,I Feel Pretty,32000000,48795601,91444095,5.6,110,Comedy,48.0,Abby Kohn,"['Marc Silverstein', 'Amy Schumer', 'Michelle Williams', 'Emily Ratajkowski', 'Tom Hopper']"
1993,Alive,32000000,36299670,36299670,7.1,128,Biography,56.0,Frank Marshall,"['Ethan Hawke', 'Vincent Spano', 'Josh Hamilton', 'Bruce Ramsay']"
1979,1941,32000000,34175000,94875000,5.8,118,Action,34.0,Steven Spielberg,"['John Belushi', 'Dan Aykroyd', 'Treat Williams', 'Nancy Allen']"
2019,Bombshell,32000000,31762808,61404394,6.8,109,Biography,64.0,Jay Roach,"['Charlize Theron', 'Nicole Kidman', 'Margot Robbie', 'John Lithgow']"
2005,A History of Violence,32000000,31493782,61477797,7.4,96,Action,82.0,David Cronenberg,"['Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt']"
2013,The Incredible Burt Wonderstone,32000000,22537881,27392609,5.9,100,Comedy,44.0,Don Scardino,"['Steve Carell', 'Luke Vanek', 'Steve Buscemi', 'Mason Cook']"
1995,The Quick and the Dead,32000000,18552460,18552460,6.5,108,Action,49.0,Sam Raimi,"['Sharon Stone', 'Gene Hackman', 'Russell Crowe', 'Leonardo DiCaprio']"
2004,Laws of Attraction,32000000,17848322,29939591,5.8,90,Comedy,38.0,Peter Howitt,"['Pierce Brosnan', 'Julianne Moore', 'Parker Posey', 'Michael Sheen']"
2018,Bad Times at the El Royale,32000000,17839115,31178942,7.1,141,Crime,60.0,Drew Goddard,"['Jeff Bridges', 'Cynthia Erivo', 'Dakota Johnson', 'Jon Hamm']"
2010,Going the Distance,32000000,17804299,43603990,6.3,102,Comedy,51.0,Nanette Burstein,"['Drew Barrymore', 'Justin Long', 'Ron Livingston', 'Charlie Day']"
2010,Repo Men,32000000,13942007,18195238,6.3,111,Action,32.0,Miguel Sapochnik,"['Jude Law', 'Forest Whitaker', 'Alice Braga', 'Liev Schreiber']"
2006,The Good German,32000000,1308696,6678033,6.0,105,Drama,49.0,Steven Soderbergh,"['George Clooney', 'Cate Blanchett', 'Tobey Maguire', 'Beau Bridges']"
1979,Apocalypse Now,31500000,83471511,85908699,8.4,147,Drama,94.0,Francis Ford Coppola,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall', 'Frederic Forrest']"
2013,42,31000000,95020213,97470701,7.5,128,Biography,62.0,Brian Helgeland,"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']"
2012,Flight,31000000,93772375,160558438,7.3,138,Drama,76.0,Robert Zemeckis,"['Denzel Washington', 'Nadine Velazquez', 'Don Cheadle', 'John Goodman']"
1979,Moonraker,31000000,70300000,210300000,6.2,126,Action,66.0,Lewis Gilbert,"['Roger Moore', 'Lois Chiles', 'Michael Lonsdale', 'Richard Kiel']"
2014,The Grand Budapest Hotel,31000000,59076019,163503514,8.1,99,Adventure,88.0,Wes Anderson,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody']"
2015,Vacation,31000000,58884188,102306500,6.1,99,Adventure,34.0,John Francis Daley,"['Jonathan Goldstein', 'Ed Helms', 'Christina Applegate', 'Skyler Gisondo', 'Steele Stebbins']"
1990,Arachnophobia,31000000,53208180,53208180,6.5,109,Comedy,67.0,Frank Marshall,"['Jeff Daniels', 'Julian Sands', 'John Goodman', 'Harley Jane Kozak']"
2000,Frequency,31000000,44983704,68079671,7.4,118,Crime,67.0,Gregory Hoblit,"['Dennis Quaid', 'Jim Caviezel', 'Shawn Doyle', 'Elizabeth Mitchell']"
2001,Hearts in Atlantis,31000000,24185781,30885781,6.9,101,Drama,55.0,Scott Hicks,"['Anthony Hopkins', 'Anton Yelchin', 'Hope Davis', 'Mika Boorem']"
2010,Extraordinary Measures,31000000,12482741,15826984,6.4,106,Drama,45.0,Tom Vaughan,"['Brendan Fraser', 'Keri Russell', 'Harrison Ford', 'Meredith Droeger']"
1995,Get Shorty,30250000,72021008,115021008,6.9,105,Comedy,82.0,Barry Sonnenfeld,"['Gene Hackman', 'Rene Russo', 'Danny DeVito', 'John Travolta']"
1995,Toy Story,30000000,192523233,365270951,8.3,81,Animation,96.0,John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']"
2018,Crazy Rich Asians,30000000,174532921,238099711,6.9,120,Comedy,74.0,Jon M,"['Constance Wu', 'Henry Golding', 'Michelle Yeoh', 'Gemma Chan']"
2002,Chicago,30000000,170687518,306770545,7.2,113,Comedy,81.0,Rob Marshall,"['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Taye Diggs']"
1999,Big Daddy,30000000,163479795,228641283,6.4,93,Comedy,41.0,Dennis Dugan,"['Adam Sandler', 'Joey Lauren Adams', 'Jon Stewart', 'Cole Sprouse']"
2001,American Pie 2,30000000,145096820,286500000,6.4,108,Comedy,43.0,J,"['Jason Biggs', 'Seann William Scott', 'Shannon Elizabeth', 'Alyson Hannigan']"
2012,The Vow,30000000,125014030,197618160,6.8,104,Drama,43.0,Michael Sucsy,"['Rachel McAdams', 'Channing Tatum', 'Sam Neill', 'Jessica Lange']"
1994,Speed,30000000,121248145,283200000,7.3,116,Action,78.0,Jan de Bont,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Joe Morton']"
1990,The Hunt for Red October,30000000,120709866,200500000,7.5,135,Action,58.0,John McTiernan,"['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill']"
2000,Remember the Titans,30000000,115719751,136771683,7.8,113,Biography,48.0,Boaz Yakin,"['Denzel Washington', 'Will Patton', 'Wood Harris', 'Ryan Hurst']"
2009,District 9,30000000,115646235,212453431,7.9,112,Action,81.0,Neill Blomkamp,"['Sharlto Copley', 'David James', 'Jason Cope', 'Nathalie Boltt']"
2004,Dodgeball: A True Underdog Story,30000000,114326736,167791704,6.7,92,Comedy,55.0,Rawson Marshall Thurber,"['Ben Stiller', 'Christine Taylor', 'Vince Vaughn', 'Rip Torn']"
1995,Ace Ventura: When Nature Calls,30000000,108360063,212400000,6.4,90,Adventure,45.0,Steve Oedekerk,"['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi']"
2001,The Princess Diaries,30000000,108244774,165334774,6.4,115,Comedy,52.0,Garry Marshall,"['Julie Andrews', 'Anne Hathaway', 'Hector Elizondo', 'Heather Matarazzo']"
1999,Analyze This,30000000,106885658,176885658,6.7,103,Comedy,61.0,Harold Ramis,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Chazz Palminteri']"
1996,The First Wives Club,30000000,105489203,181489203,6.4,103,Comedy,58.0,Hugh Wilson,"['Goldie Hawn', 'Bette Midler', 'Diane Keaton', 'Maggie Smith']"
2004,Million Dollar Baby,30000000,100492203,231928227,8.1,132,Drama,86.0,Clint Eastwood,"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel']"
1995,Se7en,30000000,100125643,328125643,8.6,127,Crime,65.0,David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey', 'Andrew Kevin Walker']"
2003,Mystic River,30000000,90135191,156822020,7.9,138,Crime,84.0,Clint Eastwood,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Emmy Rossum']"
2004,The Notebook,30000000,81001787,115937163,7.8,123,Drama,53.0,Nick Cassavetes,"['Gena Rowlands', 'James Garner', 'Rachel McAdams', 'Ryan Gosling']"
2009,Hannah Montana: The Movie,30000000,79576189,169173206,4.6,102,Comedy,47.0,Peter Chelsom,"['Miley Cyrus', 'Emily Osment', 'Billy Ray Cyrus', 'Jason Earles']"
2008,27 Dresses,30000000,76808654,160247805,6.1,111,Comedy,47.0,Anne Fletcher,"['Katherine Heigl', 'James Marsden', 'Malin Akerman', 'Brian Kerwin']"
2000,Rugrats in Paris,30000000,76501438,103284813,6.1,78,Animation,62.0,Stig Bergqvist,"['Paul Demeyer', 'Christine Cavanaugh', 'Elizabeth Daily', 'Cheryl Chase', 'Tara Strong']"
1991,The Prince of Tides,30000000,74787599,74787599,6.8,132,Drama,65.0,Barbra Streisand,"['Barbra Streisand', 'Nick Nolte', 'Blythe Danner', 'Kate Nelligan']"
2005,Four Brothers,30000000,74494381,92494381,6.8,109,Action,49.0,John Singleton,"['Mark Wahlberg', 'Tyrese Gibson', 'André 3000', 'Garrett Hedlund']"
1994,Legends of the Fall,30000000,66502573,160502573,7.5,133,Drama,45.0,Edward Zwick,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond']"
2012,Looper,30000000,66486205,170466405,7.4,119,Action,84.0,Rian Johnson,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt', 'Paul Dano']"
2013,Warm Bodies,30000000,66380662,114834312,6.8,98,Comedy,60.0,Jonathan Levine,"['Nicholas Hoult', 'Teresa Palmer', 'John Malkovich', 'Lio Tipton']"
2002,About Schmidt,30000000,65005217,107054484,7.2,125,Drama,85.0,Alexander Payne,"['Jack Nicholson', 'Hope Davis', 'Dermot Mulroney', 'Kathy Bates']"
2014,The Nut Job,30000000,64251538,122529966,5.7,85,Animation,37.0,Peter Lepeniotis,"['Will Arnett', 'Brendan Fraser', 'Liam Neeson', 'Katherine Heigl']"
2001,Down to Earth,30000000,64172251,71172251,5.4,87,Comedy,32.0,Chris Weitz,"['Paul Weitz', 'Chris Rock', 'Regina King', 'Chazz Palminteri', 'Eugene Levy']"
1995,Babe,30000000,63658910,246100000,6.9,91,Comedy,83.0,Chris Noonan,"['James Cromwell', 'Magda Szubanski', 'Christine Cavanaugh', 'Miriam Margolyes']"
2012,Hope Springs,30000000,63536011,133085295,6.3,100,Comedy,65.0,David Frankel,"['Meryl Streep', 'Tommy Lee Jones', 'Steve Carell', 'Jean Smart']"
2008,Forgetting Sarah Marshall,30000000,63172463,105475310,7.1,111,Comedy,67.0,Nicholas Stoller,"['Kristen Bell', 'Jason Segel', 'Paul Rudd', 'Mila Kunis']"
2004,Friday Night Lights,30000000,61255921,61950770,7.2,118,Action,70.0,Peter Berg,"['Billy Bob Thornton', 'Jay Hernandez', 'Derek Luke', 'Lucas Black']"
1989,Harlem Nights,30000000,60857262,95857262,6.0,116,Comedy,16.0,Eddie Murphy,"['Eddie Murphy', 'Richard Pryor', 'Redd Foxx', 'Danny Aiello']"
2008,Baby Mama,30000000,60494212,64170447,6.0,99,Comedy,55.0,Michael McCullers,"['Tina Fey', 'Amy Poehler', 'Sigourney Weaver', 'Greg Kinnear']"
1998,Hope Floats,30000000,60110313,81529000,6.0,114,Drama,42.0,Forest Whitaker,"['Sandra Bullock', 'Harry Connick Jr.', 'Gena Rowlands', 'Mae Whitman']"
2009,Bride Wars,30000000,58715510,115150424,5.5,89,Comedy,24.0,Gary Winick,"['Kate Hudson', 'Anne Hathaway', 'Candice Bergen', 'Bryan Greenberg']"
2004,Without a Paddle,30000000,58156435,65121280,5.8,95,Adventure,29.0,Steven Brill,"['Matthew Lillard', 'Seth Green', 'Dax Shepard', 'Matthew Price']"
2011,Midnight in Paris,30000000,56816662,162275213,7.7,94,Comedy,81.0,Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller']"
2017,Darkest Hour,30000000,56443120,150832086,7.4,125,Biography,75.0,Joe Wright,"['Gary Oldman', 'Lily James', 'Kristin Scott Thomas', 'Ben Mendelsohn']"
2007,P.S. I Love You,30000000,53695808,155769678,7.0,126,Comedy,39.0,Richard LaGravenese,"['Hilary Swank', 'Gerard Butler', 'Harry Connick Jr.', 'Lisa Kudrow']"
2005,Corpse Bride,30000000,53359111,114770654,7.3,77,Animation,83.0,Tim Burton,"['Mike Johnson', 'Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman']"
2018,Life of the Party,30000000,53059911,65859911,5.6,105,Comedy,46.0,Ben Falcone,"['Melissa McCarthy', 'Matt Walsh', 'Molly Gordon', 'Ben Falcone']"
